feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,label
0.16136445609835415,0.35394704229976204,0.2122966739371034,0.8949611244373273,0.0013885586678744621,0.550021407370407,0.681496910141881,0.6195400415804765,1.0
0.3296091531131855,0.7095117464963694,0.7347192525851878,0.1656033120804783,0.5280565231959365,0.4978152055785148,0.34700372817974945,0.01389172766552893,1.0
0.40906837810002106,0.2646624083487864,0.6661989578821559,0.37231112801849675,0.5484347270911591,0.5517737152084802,0.36345955193318014,0.7690359379551804,1.0
0.0445419816638184,0.10319408350530135,0.8218668932076073,0.6634718508741402,0.8680360327513691,0.30417318699849616,0.6671643843412021,0.3210576438502909,1.0
0.45134536903174494,0.06295355191176832,0.7845166129896228,0.6657298784768948,0.34656795931487916,0.210047079145659,0.4196022833895444,0.43740029005828696,1.0
0.9832757453165156,0.9420144103902978,0.6763707012804535,0.8947844605383062,0.3542749438648748,0.3987665501678491,0.40037002512899034,0.1768823759406971,1.0
0.6094456097448645,0.6069865953595848,0.8192918077830161,0.42319632014077524,0.6239021639708515,0.22398364968402928,0.7623290129796892,0.7859320773855881,1.0
0.3736398645796235,0.47743458475886635,0.4318254037696164,0.7186993795316156,0.9239912694868981,0.7039921208394211,0.898310333794053,0.5442657016952391,1.0
0.9067522948355,0.8551920526561912,0.6846668417226147,0.5631073567982563,0.8338485146678734,0.0038718707414290288,0.10174010599782934,0.3046560703172445,1.0
0.7570854948354981,0.905350368217464,0.5843575142336708,0.5778680663270316,0.9897796060545021,0.44615169469704374,0.05653178064249775,0.5797197787507234,1.0
0.12671760455358028,0.3445112435462572,0.20386180788107122,0.8910955728844441,0.9159942730433809,0.20874388579030723,0.4297479387149633,0.9650353358737946,1.0
0.42720275957516995,0.5093628982334647,0.9949733474857394,0.5313168479201046,0.41119274253343363,0.32095989701895034,0.5866222833938939,0.8848986448829134,1.0
0.06357272997299701,0.6712263965314409,0.23258693097812433,0.6518498479889714,0.3308285502039262,0.7178164818814496,0.17290310770465434,0.5157032730230384,1.0
0.76752163119269,0.12412836318087583,0.17262964113830193,0.03570880482549621,0.26375780095848234,0.9153209460389554,0.6539076649311681,0.821269937139655,1.0
0.2498234915249068,0.7464158593974402,0.7303930023151468,0.07858528036914081,0.7615072713995328,0.8860756473519058,0.09534897539404918,0.4574305194722784,1.0
0.959055972386061,0.844409624143973,0.7030159441541807,0.056665614640983075,0.31158571770871235,0.0735187485886395,0.021414373376083207,0.43554830143318224,1.0
0.1566321958593322,0.2730250399156615,0.9984597134114295,0.6627035513472769,0.6465314991019145,0.42806426867009695,0.8124829071504667,0.7050558342566581,1.0
0.27427603426627156,0.044864122338554746,0.22330520706407997,0.07208601587860486,0.31742091904357506,0.0741351583904819,0.9503123337095494,0.47397938672565587,1.0
0.4534276869555116,0.5203055259863062,0.446993182506768,0.639474226658842,0.9990887288883923,0.9341598623404825,0.8460616983206072,0.9654066333761941,1.0
0.7734132276030508,0.9436455097212263,0.7331852859998294,0.23786703976808354,0.024040494611031193,0.5373463560621135,0.5122124954881815,0.28337405480252054,1.0
0.48765768064176385,0.7279594309269831,0.01540411217476323,0.3561905608947421,0.3669301138479465,0.48867106438762653,0.7448012257393549,0.8759802194036163,1.0
0.810881414034805,0.6864934119831696,0.4198225752085353,0.023734317196344445,0.3350545740966734,0.787558099859123,0.9398954997531986,0.4816848564282299,1.0
0.7180441471241695,0.07276630181199029,0.33049811238488636,0.77696630082103,0.09265465476091728,0.7978646367270025,0.9437995498825449,0.06283873493908798,1.0
0.7391434103716152,0.40563805612482084,0.937776319089035,0.06355511073621811,0.9729523291203102,0.9631570528264956,0.9675570244182263,0.15740941893513094,1.0
0.5762902168965607,0.7813510191391362,0.887093987057655,0.9556180141638075,0.4881901910568982,0.405385426735799,0.612328588611821,0.6950549553687779,1.0
0.2351019520686234,0.9110458737651443,0.12146993288600305,0.3618891412636308,0.7671323958031768,0.5592065627956491,0.48295917084464224,0.03527981224783949,1.0
0.5436628166888335,0.6248085809174813,0.9141407024726689,0.7482664275489154,0.6675669915553943,0.05764678009588542,0.16115008560257416,0.6520594729061725,1.0
0.24780523615516215,0.6950195868882564,0.5464702038401218,0.7572406110371407,0.045497241192276605,0.44242548445770247,0.08512407156495705,0.30515466734260566,1.0
0.9727742799141484,0.8684346374951459,0.3015917533072968,0.288330395875557,0.7026986978836849,0.1122988766380778,0.2051504306973797,0.19270412493456057,1.0
0.0446078639810118,0.499546316033889,0.9071029902910959,0.1508910005037971,0.9947436094609651,0.623914200524098,0.5098060807059125,0.3099531083120599,1.0
0.48493819140004435,0.1701474989218601,0.4804136081503082,0.6835815034540552,0.6902210826344817,0.2986946853185434,0.2963783090353317,0.8454608577290331,1.0
0.8627016356514493,0.11393152286257657,0.9290224054006804,0.33825093729057976,0.16467332334511697,0.8247376910974836,0.7736685441584735,0.09704961254898825,1.0
0.6351212105684015,0.23172586888401103,0.7133568819780789,0.3070084488955235,0.42486647134662503,0.3444740363678389,0.1636246978667124,0.6598852654520658,1.0
0.6009834047211694,0.12731612339409482,0.07253140530868551,0.1573960682493798,0.4892414453475581,0.2811392949285244,0.03112921318879691,0.4287740944796704,1.0
0.28544546273441707,0.5870140512418013,0.038279308414997826,0.316594736839512,0.8533636095380619,0.6771952122799326,0.10946187710263788,0.793755162062536,1.0
0.974040904491612,0.15915480815824068,0.09447951269155463,0.4440965568588695,0.09759260095795452,0.4791770898654749,0.21414315824888186,0.5797373405239991,1.0
0.8649007940229677,0.085504934718864,0.43003104607501286,0.8036028580893921,0.9397093400166047,0.8903422772365936,0.7032273401815535,0.5665557973795027,1.0
0.9191971280465502,0.015447116863549715,0.06894189769607373,0.36660331863726237,0.21773651989429899,0.9891876444409478,0.5403431375353204,0.7257659070826376,1.0
0.8364147214810821,0.7831668605960237,0.7771887504791406,0.3591307409093296,0.7164049357350085,0.5933932113237405,0.5816208289633308,0.5402051198459716,1.0
0.0169467430814233,0.7545064062763887,0.36937476177886386,0.7493851405497219,0.44511445177977316,0.13118556590736052,0.703977335785911,0.07678055347609392,1.0
0.4052306336779503,0.03623949776170443,0.12156473309427385,0.07444274513887539,0.8326341800251377,0.8973397188501666,0.2725219942602981,0.561946153546797,1.0
0.9377053931200282,0.9460202421292262,0.24896951496662978,0.8286957759818817,0.4604117751984512,0.4866380815686182,0.07276020518547133,0.6446399900266901,1.0
0.6580484066288739,0.7061265745772167,0.8782183036199653,0.9805462165530031,0.939321516734247,0.8368869004844707,0.6323194121282053,0.2426707322180237,1.0
0.5923775185046274,0.08027746825203841,0.05681587234114849,0.29802607389038227,0.8697792538999791,0.9842327534913423,0.14047599033684888,0.17283898227461225,1.0
0.6328193507488611,0.8775347812278683,0.6531568822371172,0.8367463276443053,0.8200307246666496,0.1126214443442437,0.4488804662227569,0.7288232703745583,1.0
